0,1,2,3,4,5,6,7
0.92238927,-0.69742954,-0.8309436,0.62240064,-0.82688475,0.9151533,0.82160723,0.89674217
-0.19436836,-0.8568684,-0.54947925,-0.6822015,-0.8177543,0.57889944,-0.6538769,0.45879197
0.37213287,-0.55104744,-0.5880046,-0.95355576,-0.413708,0.87803733,-0.81907505,0.56058633
0.6408674,-0.73238087,0.27549273,-0.18703562,-0.5896585,-0.04383994,-0.9712666,0.6942228
0.30266464,0.57167745,-0.66709185,-0.87844837,-0.41169795,0.7089342,-0.70531696,0.2550251
-0.699991,-0.67156005,-0.8430759,-0.96168244,-0.47262785,0.8941778,-0.78666973,0.9092932
0.2958132,-0.061329234,-0.8018688,-0.953756,0.48291725,0.94794255,-0.6381631,0.79485685
-0.79436255,0.5048119,-0.76079226,-0.96141976,-0.9033588,0.82956105,-0.22914456,0.9009337
0.1694803,-0.040471517,-0.40116915,-0.9521312,0.65586466,0.562303,0.5797199,0.78327054
0.41283205,-0.8377977,-0.90903777,-0.7164353,-0.957602,0.8933145,-0.37638208,0.6138272
0.89887977,0.55926573,-0.9704638,-0.2507719,-0.40898278,0.85612905,0.9732827,0.6294882
0.43993053,0.059440672,-0.9927349,0.71168154,0.46739504,0.8836335,0.79709375,0.021000158
0.57977057,-0.3072539,-0.8774283,-0.6253194,-0.3239621,0.86477226,-0.9683797,0.6720863
0.50643635,-0.7560748,-0.7807945,-0.79955,0.18616138,0.6061507,0.93993735,0.6061908
0.3368472,0.25667307,-0.7476748,-0.94433314,0.9166857,0.7939394,-0.296919,0.6107853
0.39999965,-0.3894698,-0.73524654,-0.86292446,0.65306187,0.52015775,-0.0439003,0.7164118
0.7581858,-0.8354026,-0.12732588,0.099494524,-0.8138215,0.94874537,0.34339932,0.6096066
0.9173281,-0.16028218,-0.6862307,0.12267262,-0.35570365,0.7747318,-0.46208522,0.5873194
0.72732365,0.20774294,-0.9096463,-0.010070192,-0.052132014,0.5362088,-0.47979507,-0.2574222
0.96569425,-0.21557698,-0.3106176,-0.59277153,0.82456976,0.1663031,-0.14464271,0.57635987
-0.19040208,0.47091076,0.47297525,-0.8346675,0.341711,0.31966606,-0.8323866,0.29215294
0.266227,-0.27973887,-0.853526,-0.69237685,-0.4597196,0.18767628,0.4351138,0.10799532
0.126224,0.19034626,-0.80530673,0.3503489,0.5607313,-0.12848979,0.42144933,0.7996575
0.34825173,-0.29940107,-0.86518836,-0.53562677,-0.88618165,0.2249554,0.3401302,0.72145784
0.11008581,0.28236103,-0.5373087,-0.9301396,-0.85552865,0.4662192,-0.93363285,0.5767318
0.9268441,0.16185193,-0.63275266,-0.1507019,0.801849,0.9601214,-0.4993606,-0.13367745
0.733304,-0.59613717,-0.83438337,0.18539876,-0.9411191,0.12123538,0.57743067,0.83832765
0.92700624,0.100604944,-0.70533955,-0.6972225,-0.9060472,0.19263522,0.3081013,-0.2705543
0.30429024,0.9090075,-0.81213796,0.07673438,-0.94287634,-0.16415782,0.06579234,0.54639333
0.29252517,-0.9342216,0.050233427,-0.88934153,-0.6751793,0.7402616,-0.96624595,-0.5389459
0.83501863,-0.8349459,-0.20652322,-0.2598836,-0.822624,0.20976572,-0.48553395,0.8329892
0.26954406,0.8298852,-0.30842903,-0.32816896,-0.23498267,-0.13438019,0.9119148,0.41861257
-0.4582463,0.5306423,-0.6353518,-0.9836794,0.44884324,0.32260585,0.8146936,0.895828
-0.9417119,-0.78916323,-0.24945873,-0.9979673,-0.4873192,-0.03459351,-0.17430905,0.88469416
-0.3190265,0.5531639,-0.6270176,-0.9822324,0.4203985,0.037120447,0.46630427,0.59067607
0.9879489,-0.7595362,0.13307144,-0.8186734,-0.13981415,-0.23367518,0.9649475,0.9254767
0.7379136,-0.318419,0.08993664,0.6560421,0.7665568,0.83236694,0.77188087,0.6942123
0.85223603,-0.9683133,-0.593245,-0.7151769,0.31133297,0.7395088,-0.18508908,0.95050913
-0.6409699,-0.93258256,0.78600353,-0.50197655,-0.66246235,-0.0074244565,-0.20567319,0.6170728
-0.89091617,-0.66503173,-0.28782868,-0.85712314,-0.17810014,0.7635345,0.8921329,0.56779504
0.17113782,-0.68956393,-0.53400487,-0.9032698,0.72005385,0.90938985,-0.7345964,0.9837094
0.8877981,-0.87778366,0.4586836,-0.63268614,0.39383656,0.60025716,0.09543578,0.5375396
0.55648476,-0.9796337,0.780134,-0.39166248,0.88089526,0.382339,-0.59378314,0.62580025
0.17954187,-0.5703894,-0.6699686,-0.50994027,-0.4871172,-0.19614086,-0.8864882,0.20685871
-0.29501614,-0.05678725,0.49792835,-0.4962091,-0.34775746,0.2564647,-0.71781707,0.60832226
-0.9812769,0.39687714,-0.48545897,-0.96178585,0.8403881,-0.6657387,0.7123637,0.12889086
0.64579904,-0.6222122,0.12885392,0.6977587,0.08708351,0.87968427,-0.803124,0.9376118
0.9485105,-0.2309699,0.08612235,-0.85589206,-0.2848963,-0.19151951,-0.042734776,0.6943176
0.89424765,-0.82044363,0.6979648,-0.8905374,-0.6662276,0.24019511,-0.60416514,0.21524706
-0.003323781,0.2126705,-0.6807916,0.16508287,-0.13634597,-0.23768707,0.0652868,0.29968536
0.8574741,-0.79362166,-0.03855623,-0.3965693,0.6221492,0.39138615,-0.86256254,0.73072064
0.5646547,-0.683226,0.7102114,-0.7583621,0.8373621,0.4119668,-0.7199037,0.43238363
0.11185305,-0.837833,0.45103776,-0.8076658,0.9362257,0.15003395,-0.77020067,-0.054633226
-0.2715992,0.59445024,-0.71418583,-0.39320642,-0.4367049,0.70630777,-0.308402,-0.23586814
-0.4495221,-0.8217477,0.82728016,-0.73991203,-0.3001945,0.5851805,0.38545907,-0.24170439
0.28692707,0.09018897,-0.65701383,-0.6817323,-0.18803096,0.9542295,0.72336364,0.4286632
-0.28090698,0.8857882,-0.03023933,-0.5403445,-0.55620503,-0.5544011,-0.7317735,-0.28894788
-0.5827328,-0.46438238,0.6125257,0.41139513,0.7357398,0.540045,0.8667016,-0.28692594
-0.35909963,0.4149367,-0.3250108,-0.3573072,0.6075597,-0.74823904,-0.56340456,0.81963795
0.73687744,0.17021386,-0.69170964,-0.4491102,-0.13944323,0.74148476,0.8855414,0.028528696
0.5330401,-0.17286064,0.08818057,0.8853614,-0.29871303,-0.42466113,0.7832807,-0.92976105
0.6190597,0.23315313,-0.68601334,0.7413111,0.21685822,-0.5421598,0.8203126,-0.17811586
-0.468228,0.8368784,-0.6681566,-0.68514436,-0.56542087,0.1604839,0.24225633,-0.4903605
0.9657581,0.72055566,-0.6648751,-0.024805568,-0.49381486,-0.64335155,0.5424685,-0.8540528
0.26626655,0.32761854,-0.08772722,-0.44252342,-0.1515501,0.65340257,0.35315448,-0.52890545
0.57246685,-0.21802963,0.34496745,-0.25835904,0.6225141,-0.8053282,-0.55501413,-0.90192246
0.3371491,-0.31124443,-0.5991651,-0.47390524,-0.74158573,-0.55901384,0.22050992,-0.4146691
