Experiment Name	Epoch	EpRet	TestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LogPi	LossPi	LossQ	std	Time
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	1	78.48	81.2	78.48	81.2	9999	24.322544	24.32267	503.11377	-25.223743	14.291414	0.793285	173.81948971748352
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	2	79.480316	29.6	79.480316	29.6	19999	150.03557	150.03581	233.0031	-154.47473	352.65106	0.10137462	367.14820170402527
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	3	79.928	128.0	79.928	128.0	29999	312.1481	312.14548	118.73777	-316.70956	1399.7241	0.0057690935	600.2070124149323
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	4	144.18571	156.6	144.18571	156.6	39999	340.79144	340.789	86.74974	-344.00366	1351.9799	0.0025195458	838.8388595581055
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	5	171.58621	188.0	171.58621	188.0	49999	311.3144	311.31308	85.76605	-313.90677	866.7607	0.0014609615	1081.0919218063354
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	6	164.45	267.2	164.45	267.2	59999	248.04599	248.04822	96.316055	-249.89677	425.199	0.00072732364	1326.7398176193237
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	7	158.5625	188.0	158.5625	188.0	69999	180.74734	180.74965	118.74619	-181.92778	216.45688	0.00024207769	1572.5257897377014
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	8	163.85246	166.2	163.85246	166.2	79999	135.54396	135.54716	125.96259	-136.32452	175.36826	0.00016980003	1818.0569162368774
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	9	141.42253	139.2	141.42253	139.2	89999	131.703	131.7067	119.02398	-132.4805	220.68665	0.00021432877	2063.71058344841
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	10	114.76744	110.4	114.76744	110.4	99999	148.41962	148.42337	112.28283	-149.40573	299.88724	0.00023318229	2308.5271692276
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	11	122.82927	46.2	122.82927	46.2	109999	176.44165	176.4461	116.16174	-177.81032	542.8619	0.00017341216	2552.0244140625
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	12	141.12857	126.6	141.12857	126.6	119999	206.41336	206.4151	112.333435	-207.97102	835.48364	0.0002834897	2797.231637239456
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	13	132.57895	300.6	132.57895	300.6	129999	239.67091	239.6668	119.53099	-241.63725	1269.1099	0.00018527012	3046.545255422592
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	14	152.69698	100.8	152.69698	100.8	139999	280.36267	280.35635	131.4168	-282.56656	1902.8202	0.00013096638	3297.23513174057
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	15	175.58928	221.6	175.58928	221.6	149999	322.1867	322.18524	136.20265	-324.68124	2429.7363	0.00017616307	3554.8404200077057
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	16	194.67308	128.4	194.67308	128.4	159999	371.99448	371.9909	148.0113	-374.8634	3094.1995	9.111191e-05	3809.3461031913757
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	17	244.07317	200.0	244.07317	200.0	169999	431.31876	431.31766	154.44371	-434.617	4047.4604	4.8092857e-05	4067.296170949936
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	18	188.73586	304.6	188.73586	304.6	179999	481.35114	481.35138	154.93057	-484.9779	5349.925	0.000114165654	4330.131072759628
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	19	184.88889	470.4	184.88889	470.4	189999	526.8404	526.83386	154.17924	-530.91675	6411.0386	0.00015134674	4593.831248044968
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	20	291.64706	384.8	291.64706	384.8	199999	577.3226	577.32153	157.50691	-581.8907	7120.5527	8.045544e-05	4853.534905433655
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	21	394.58334	214.2	394.58334	214.2	209999	644.15564	644.15454	157.00189	-649.5751	7762.035	4.5037654e-05	5101.909535646439
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	22	379.45834	373.2	379.45834	373.2	219999	715.23553	715.23157	161.1881	-721.2441	8139.3535	0.0001120605	5353.341223955154
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	23	429.12	550.8	429.12	550.8	229999	780.797	780.7937	162.63333	-787.0262	8805.77	0.00014219197	5612.0812265872955
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	24	395.53845	378.8	395.53845	378.8	239999	868.29114	868.2913	162.50531	-875.6468	9908.228	0.00010321398	5866.997631788254
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	25	527.7	336.0	527.7	336.0	249999	963.1719	963.16516	165.37242	-971.2401	11380.378	5.6872763e-05	6123.056594133377
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	26	946.4	703.8	946.4	703.8	259999	1057.7347	1057.7266	163.58351	-1066.1532	11981.464	3.9237057e-05	6392.100492238998
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	27	571.05554	400.6	571.05554	400.6	269999	1142.0481	1142.0443	164.80331	-1151.0494	12266.56	3.289592e-05	6652.213770151138
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	28	972.6	835.0	972.6	835.0	279999	1209.698	1209.6896	164.32355	-1218.453	12514.007	0.00015404844	6920.733137369156
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	29	471.42856	484.6	471.42856	484.6	289999	1263.1342	1263.1305	164.13582	-1271.9714	12912.776	0.00036097816	7182.113852262497
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	30	756.9167	1024.0	756.9167	1024.0	299999	1300.2719	1300.2694	164.58528	-1308.8593	13260.554	8.211417e-05	7452.218293190002
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	31	819.8571	942.0	819.8571	942.0	309999	1348.6146	1348.6138	165.7485	-1357.5415	13042.083	0.0001277927	7719.242178678513
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	32	719.1429	1557.0	719.1429	1557.0	319999	1409.2894	1409.2804	166.44617	-1418.423	13411.968	0.00013951822	7998.642014741898
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	33	1040.2858	883.8	1040.2858	883.8	329999	1480.1213	1480.127	166.63036	-1489.5696	13600.328	6.3314554e-05	8264.18636918068
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	34	1226.75	961.6	1226.75	961.6	339999	1539.2843	1539.2786	167.7178	-1548.5288	13517.033	2.3977884e-05	8531.123002529144
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	35	1178.6	1549.2	1178.6	1549.2	349999	1586.1875	1586.1871	168.73097	-1595.4812	13909.471	4.0513136e-05	8808.136426448822
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	36	1050.9	1915.2	1050.9	1915.2	359999	1634.3861	1634.3855	169.25948	-1643.5126	14283.907	8.262541e-05	9094.725821018219
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	37	1096.5	1901.8	1096.5	1901.8	369999	1691.0653	1691.0679	169.70113	-1700.2816	14316.386	6.399566e-05	9381.307191371918
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	38	1142.7	1879.0	1142.7	1879.0	379999	1742.3833	1742.3811	171.4544	-1751.36	14099.197	1.8079036e-05	9667.331597805023
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	39	2002.4	435.4	2002.4	435.4	389999	1792.2343	1792.2428	173.18013	-1801.291	13883.456	9.585607e-06	9921.28405547142
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	40	1510.3334	3545.6	1510.3334	3545.6	399999	1847.9176	1847.9193	175.22627	-1857.0648	14134.448	3.5668634e-06	10240.250172138214
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	41	1892.3334	1651.6	1892.3334	1651.6	409999	1911.4067	1911.4093	176.31642	-1920.6187	13872.581	1.626624e-05	10521.481808423996
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	42	2300.75	1045.0	2300.75	1045.0	419999	1956.2108	1956.2046	177.2043	-1965.177	13940.662	3.936994e-05	10788.49035000801
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	43	1136.125	1592.2	1136.125	1592.2	429999	1973.3229	1973.317	177.52687	-1981.6252	13282.396	6.713987e-06	11066.791663885117
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	44	1205.5555	1539.2	1205.5555	1539.2	439999	1985.9465	1985.9451	178.53963	-1994.385	12797.206	2.1545472e-06	11340.927688121796
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	45	2647.3333	1237.4	2647.3333	1237.4	449999	2004.0979	2004.0947	179.30263	-2012.251	12741.228	4.429844e-06	11613.06904911995
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	46	1596.75	1895.4	1596.75	1895.4	459999	2003.364	2003.3566	178.65187	-2011.5614	12510.398	1.303255e-05	11897.743161678314
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	47	910.0909	2570.8	910.0909	2570.8	469999	1996.3326	1996.3247	177.17195	-2004.1212	12210.04	3.546917e-05	12196.820459604263
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	48	1386.5714	2134.0	1386.5714	2134.0	479999	1986.5615	1986.5481	176.55103	-1994.0928	12376.662	1.8420493e-05	12486.225972890854
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	49	979.6	638.4	979.6	638.4	489999	1974.2891	1974.2853	177.40152	-1981.3506	11723.776	1.2571688e-05	12742.744245529175
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	50	1852.2	1342.4	1852.2	1342.4	499999	1950.4768	1950.4741	178.8307	-1957.38	10875.49	4.0831665e-06	13015.183425426483
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	51	1734.1666	1258.4	1734.1666	1258.4	509999	1924.2725	1924.2654	178.8393	-1930.5529	10168.123	5.9730323e-06	13286.887246370316
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	52	1169.6666	2149.2	1169.6666	2149.2	519999	1897.2856	1897.2778	177.8672	-1903.4012	9933.589	2.9902674e-06	13576.200837612152
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	53	3402.0	1028.2	3402.0	1028.2	529999	1875.0239	1875.022	174.43452	-1880.8785	9552.532	1.4107676e-05	13843.579463481903
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	54	2578.8	505.6	2578.8	505.6	539999	1858.3699	1858.3701	174.52177	-1864.0814	9048.418	6.280156e-05	14099.26654458046
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	55	1478.5	2349.2	1478.5	2349.2	549999	1848.4552	1848.4541	172.71541	-1854.1234	8841.989	2.9652145e-05	14392.19931602478
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	56	3477.3333	2427.6	3477.3333	2427.6	559999	1833.7402	1833.7327	174.4392	-1839.0172	8191.8633	2.1136484e-05	14686.383301019669
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	57	3124.6667	2937.6	3124.6667	2937.6	569999	1811.3833	1811.3824	174.10455	-1816.3544	7827.5415	1.4489754e-05	14990.721537351608
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	58	1778.0	1998.0	1778.0	1998.0	579999	1793.6919	1793.6876	174.65456	-1798.6238	7408.3174	1.561884e-05	15275.384345293045
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	59	2030.5	1925.6	2030.5	1925.6	589999	1775.8418	1775.841	175.11476	-1780.4474	7038.535	4.7822326e-05	15561.09902048111
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	60	1741.5714	790.2	1741.5714	790.2	599999	1759.0365	1759.0363	176.83919	-1763.4467	6563.4663	7.4684417e-06	15823.6359872818
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	61	3638.0	1074.2	3638.0	1074.2	609999	1733.7051	1733.7013	176.04454	-1737.9386	6240.448	1.4185758e-05	16090.359684467316
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	62	2065.4	1748.6	2065.4	1748.6	619999	1705.3721	1705.3655	176.46707	-1709.2578	5751.647	6.34062e-05	16369.377606868744
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	63	1400.1111	2703.2	1400.1111	2703.2	629999	1670.521	1670.5153	177.0839	-1674.183	5477.9507	6.930332e-06	16667.614277601242
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	64	1969.8	1944.6	1969.8	1944.6	639999	1643.1377	1643.1394	178.37123	-1646.7437	5370.4614	1.4038904e-05	16952.349446058273
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	65	813.5	689.2	813.5	689.2	649999	1618.9009	1618.8944	180.11827	-1622.4087	5137.6704	1.9297899e-05	17210.055842876434
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	66	2608.0	2847.0	2608.0	2847.0	659999	1594.2693	1594.2712	180.1663	-1597.6426	4917.988	1.697511e-05	17511.781413793564
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	67	1231.6666	2365.0	1231.6666	2365.0	669999	1580.7194	1580.7183	182.07213	-1583.8558	4723.785	5.3450563e-06	17800.52693581581
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	68	1174.6666	3613.4	1174.6666	3613.4	679999	1562.1727	1562.1692	182.00838	-1565.3575	4637.128	3.0966394e-06	18118.386029720306
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	69	2326.25	1982.0	2326.25	1982.0	689999	1549.1852	1549.1859	182.79749	-1552.1782	4530.1313	1.6517318e-06	18403.346745967865
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	70	2751.0	3339.2	2751.0	3339.2	699999	1532.0916	1532.0886	182.12067	-1534.9346	4360.0024	6.2761734e-05	18711.966836452484
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	71	1417.0	2214.6	1417.0	2214.6	709999	1516.7964	1516.7885	181.92877	-1519.5099	4287.5513	1.2004206e-05	19002.71946644783
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	72	1147.2	601.2	1147.2	601.2	719999	1503.9105	1503.9078	182.09819	-1506.6672	4083.2964	2.3884627e-06	19257.69094324112
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	73	2469.6	1558.8	2469.6	1558.8	729999	1497.3187	1497.318	182.92647	-1500.1263	4152.187	5.1903767e-06	19531.192900657654
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	74	3039.75	2481.4	3039.75	2481.4	739999	1489.9954	1489.9901	182.85188	-1492.6884	4067.4272	3.0765134e-06	19825.387089014053
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	75	1609.5	907.6	1609.5	907.6	749999	1478.5317	1478.528	183.95946	-1480.9493	3978.1145	9.1166703e-07	20085.164921045303
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	76	2962.0	1526.2	2962.0	1526.2	759999	1472.5425	1472.5369	183.44109	-1474.9926	3855.3157	1.3014475e-06	20357.14958047867
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	77	1808.0	1279.6	1808.0	1279.6	769999	1455.2429	1455.2417	183.74112	-1457.5825	3815.816	1.2741908e-06	20625.198746204376
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	78	1351.625	2127.4	1351.625	2127.4	779999	1442.0668	1442.0641	184.56363	-1444.4473	3760.5437	1.5533736e-06	20909.0961894989
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	79	1882.4	1724.4	1882.4	1724.4	789999	1427.0594	1427.0558	184.35106	-1429.3204	3636.5369	3.8592875e-06	21182.74375152588
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	80	4286.5	4324.8	4286.5	4324.8	799999	1423.7078	1423.7024	184.96016	-1426.1494	3656.3132	1.8137084e-06	21512.23298215866
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	81	3783.5	1255.4	3783.5	1255.4	809999	1420.188	1420.1829	183.86311	-1422.4316	3577.716	8.348064e-06	21778.62461900711
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	82	4658.3335	4691.4	4658.3335	4691.4	819999	1408.6694	1408.6632	183.63629	-1410.7898	3467.274	9.203119e-06	22113.27876496315
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	83	1308.5714	1862.2	1308.5714	1862.2	829999	1397.0625	1397.0637	182.86922	-1398.9338	3296.9673	1.2844171e-05	22393.7690012455
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	84	3730.6667	2434.4	3730.6667	2434.4	839999	1389.0005	1388.9994	182.49042	-1391.1559	3320.8557	8.889409e-05	22684.820105552673
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	85	2885.3333	3708.2	2885.3333	3708.2	849999	1384.7963	1384.7888	183.20374	-1386.8938	3227.39	1.4044979e-05	23000.60395860672
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	86	2455.75	3923.0	2455.75	3923.0	859999	1387.6355	1387.6335	184.29645	-1389.6035	3206.6448	1.0975871e-05	23320.889583349228
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	87	3248.6667	1507.4	3248.6667	1507.4	869999	1382.8535	1382.8522	184.80794	-1384.9584	3128.2634	5.435608e-06	23593.666184663773
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	88	2232.0	2436.4	2232.0	2436.4	879999	1377.163	1377.1599	183.20691	-1378.9152	3152.3047	8.187012e-06	23885.277645349503
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	89	5000.0	4954.6	5000.0	4954.6	889999	1367.9651	1367.9609	184.30173	-1369.857	2973.9329	3.5033918e-06	24226.086081266403
en_ran_init_ant_1f_a2_200_25_400_eg_r1_a0_eps_005_0	90	3500.0	3460.6	3500.0	3460.6	899999	1364.3668	1364.3679	184.56894	-1366.1877	2978.09	1.9413421e-06	24537.812538146973
