reward_forward,reward_ctrl,reward_survive,x_position,y_position,distance_from_origin,x_velocity,y_velocity,forward_reward
0.05128426589931059,-0.8447686433792114,1.0,0.004517204284470634,-0.09442361059011276,0.09453159985645485,0.05128426589931059,0.018336657610547036,0.05128426589931059
-0.04711302065994153,-1.5247167348861694,1.0,0.0021615532514735573,-0.1007305632795956,0.10075375273945666,-0.04711302065994153,-0.126139053789657,-0.04711302065994153
0.037882051824023634,-1.0317881107330322,1.0,0.004055655842674739,-0.1182947582615834,0.11836426055393864,0.037882051824023634,-0.35128389963975576,0.037882051824023634
0.20578627858991208,-1.9573757648468018,1.0,0.014344969772170344,-0.12149653085681733,0.1223404478004149,0.20578627858991208,-0.06403545190467874,0.20578627858991208
0.18426496785898083,-1.120164394378662,1.0,0.023558218165119386,-0.12474077187837104,0.1269458538587502,0.18426496785898083,-0.06488482043107424,0.18426496785898083
-0.5638887938605689,-0.9330863952636719,1.0,-0.004636221527909061,-0.16989553020550702,0.16995877657204467,-0.5638887938605689,-0.9030951665427195,-0.5638887938605689
0.18491816739759087,-1.5406020879745483,1.0,0.004609686841970483,-0.1893034531369486,0.18935956955578964,0.18491816739759087,-0.3881584586288317,0.18491816739759087
0.7059556365613456,-1.033942699432373,1.0,0.03990746867003776,-0.18191273104995115,0.18623868495482324,0.7059556365613456,0.14781444173994907,0.7059556365613456
0.601682230098417,-1.1112409830093384,1.0,0.06999158017495861,-0.1793943367270093,0.19256466276321638,0.601682230098417,0.05036788645883694,0.601682230098417
0.391861616273467,-1.254976749420166,1.0,0.08958466098863196,-0.1622921499581193,0.1853757088252849,0.391861616273467,0.3420437353778,0.391861616273467
0.5125325980466461,-0.7089483737945557,1.0,0.11521129089096427,-0.15129439866262373,0.19016739104128053,0.5125325980466461,0.21995502590991145,0.5125325980466461
0.3494202144906844,-1.4701780080795288,1.0,0.1326823016154985,-0.13887928280644157,0.19207302870215195,0.3494202144906844,0.24830231712364315,0.3494202144906844
0.24050705568539943,-1.275626540184021,1.0,0.14470765439976846,-0.12767107660173524,0.192977224154896,0.24050705568539943,0.22416412409412667,0.24050705568539943
0.38827453753264296,-0.9525103569030762,1.0,0.1641213812764006,-0.11193079598772024,0.1986563134725859,0.38827453753264296,0.3148056122803,0.38827453753264296
0.386395847804481,-0.9585662484169006,1.0,0.18344117366662466,-0.0974561529091405,0.2077218475173917,0.386395847804481,0.2894928615715947,0.386395847804481
0.30704386819501606,-0.9172853231430054,1.0,0.19879336707637546,-0.11559386014528443,0.22995813379145807,0.30704386819501606,-0.36275414472287854,0.30704386819501606
-0.03693644666947382,-0.9046298265457153,1.0,0.19694654474290177,-0.13522824317907917,0.23890294941559007,-0.03693644666947382,-0.3926876606758947,-0.03693644666947382
-0.4829561088698947,-1.1689505577087402,1.0,0.17279873929940703,-0.1531693866845912,0.2309118128654276,-0.4829561088698947,-0.35882287011024083,-0.4829561088698947
-0.8524044045687384,-2.2035415172576904,1.0,0.1301785190709701,-0.17359769119639298,0.21698526497490364,-0.8524044045687384,-0.4085660902360355,-0.8524044045687384
-0.665641922149445,-0.8932656049728394,1.0,0.09689642296349786,-0.17787814384532347,0.2025575247700728,-0.665641922149445,-0.08560905297860966,-0.665641922149445
-0.6984342182307266,-1.131786823272705,1.0,0.06197471205196153,-0.17935904778416153,0.18976441435623456,-0.6984342182307266,-0.02961807877676137,-0.6984342182307266
-0.398697104484665,-1.0801331996917725,1.0,0.042039856827728275,-0.17628958918807602,0.18123291317582604,-0.398697104484665,0.06138917192171023,-0.398697104484665
0.3454460033434509,-0.8433907628059387,1.0,0.05931215699490082,-0.1461605147430033,0.15773657799422253,0.3454460033434509,0.6025814889014547,0.3454460033434509
0.41179850670474805,-1.8065928220748901,1.0,0.07990208233013822,-0.12265617595386125,0.1463860657997091,0.41179850670474805,0.47008677578284086,0.41179850670474805
0.2827594355511129,-0.9143978953361511,1.0,0.09404005410769387,-0.10725347492762377,0.14264234876301082,0.2827594355511129,0.3080540205247495,0.2827594355511129
0.2580857916327797,-1.3922603130340576,1.0,0.10694434368933285,-0.09691660162101376,0.1443257437774302,0.2580857916327797,0.20673746613220023,0.2580857916327797
0.5519079470201917,-1.1559536457061768,1.0,0.13453974104034244,-0.11629433821606953,0.17783507814915472,0.5519079470201917,-0.3875547319011155,0.5519079470201917
0.3392604622723139,-1.1311557292938232,1.0,0.15150276415395814,-0.12805311273797665,0.19837007644343646,0.3392604622723139,-0.2351754904381423,0.3392604622723139
0.0869207571324987,-0.15180984139442444,1.0,0.15584880201058307,-0.12960639977849792,0.20269846558787202,0.0869207571324987,-0.031065740810425346,0.0869207571324987
0.17532849620109592,-1.9521695375442505,1.0,0.16461522682063787,-0.1330235235616372,0.21164458585554108,0.17532849620109592,-0.06834247566278595,0.17532849620109592
0.3059333652081453,-1.206365704536438,1.0,0.17991189508104513,-0.14164384070383979,0.2289787492344819,0.3059333652081453,-0.17240634284405143,0.3059333652081453
0.3086489997208747,-1.2659180164337158,1.0,0.19534434506708886,-0.15666961836873314,0.25040923000060195,0.3086489997208747,-0.30051555329786706,0.3086489997208747
0.08739736861387903,-1.4267081022262573,1.0,0.19971421349778282,-0.14796632751482103,0.24855542873021555,0.08739736861387903,0.1740658170782422,0.08739736861387903
0.18038489847086392,-1.2733302116394043,1.0,0.208733458421326,-0.1249192361551722,0.24325803630326195,0.18038489847086392,0.4609418271929766,0.18038489847086392
0.27233382840050446,-1.7566286325454712,1.0,0.22235014984135124,-0.11720156007170601,0.25134795566646856,0.27233382840050446,0.1543535216693237,0.27233382840050446
0.30603118754954417,-2.4491584300994873,1.0,0.23765170921882844,-0.09672910231860299,0.25658303554598727,0.30603118754954417,0.4094491550620605,0.30603118754954417
-0.03631155934837815,-1.4566235542297363,1.0,0.23583613125140954,-0.07666669440047541,0.24798480363507752,-0.03631155934837815,0.40124815836255157,-0.03631155934837815
-0.5263470053573199,-2.5419039726257324,1.0,0.20951878098354354,-0.11562201128200723,0.2393043440427413,-0.5263470053573199,-0.7791063376306364,-0.5263470053573199
-0.2843659047032754,-1.8054029941558838,1.0,0.19530048574837977,-0.1771559458980821,0.26367879873170935,-0.2843659047032754,-1.230678692321497,-0.2843659047032754
-0.1488247123313552,-1.252843976020813,1.0,0.187859250131812,-0.24961590209377815,0.3124087009642615,-0.1488247123313552,-1.4491991239139212,-0.1488247123313552
-0.3281242012800156,-1.9337931871414185,1.0,0.17145304006781123,-0.3160087973312127,0.3595242758691184,-0.3281242012800156,-1.3278579047486905,-0.3281242012800156
-0.15831922344209715,-1.3088736534118652,1.0,0.16353707889570637,-0.3759597862214366,0.4099879718106481,-0.15831922344209715,-1.1990197778044787,-0.15831922344209715
0.07348706081249379,-1.7004257440567017,1.0,0.16721143193633106,-0.4000544260642498,0.4335933657054667,0.07348706081249379,-0.4818927968562636,0.07348706081249379
0.1108618229608882,-1.6110808849334717,1.0,0.17275452308437547,-0.41449402715258105,0.44905392080603707,0.1108618229608882,-0.2887920217666251,0.1108618229608882
0.42471362395498313,-0.9350566267967224,1.0,0.19399020428212463,-0.43017398139908514,0.47189178169381263,0.42471362395498313,-0.3135990849300818,0.42471362395498313
0.7928438141300426,-0.6792723536491394,1.0,0.23363239498862676,-0.4467052225870854,0.5041127372668729,0.7928438141300426,-0.3306248237600051,0.7928438141300426
0.9813225745220977,-0.9168663024902344,1.0,0.28269852371473164,-0.45478686952216874,0.5354900111115639,0.9813225745220977,-0.16163293870166684,0.9813225745220977
0.6085637948576039,-1.2513518333435059,1.0,0.31312671345761184,-0.43760918901096224,0.5380986349988238,0.6085637948576039,0.3435536102241299,0.6085637948576039
0.5706455951191269,-1.7547099590301514,1.0,0.3416589932135682,-0.43106005212961923,0.5500396678292385,0.5706455951191269,0.1309827376268602,0.5706455951191269
-0.08544271081958099,-2.0637481212615967,1.0,0.33738685767258914,-0.4458320745664475,0.5591029694451697,-0.08544271081958099,-0.29544044873656583,-0.08544271081958099
-0.36512336693423464,-1.9588098526000977,1.0,0.3191306893258774,-0.4705757029732909,0.5685823503226394,-0.36512336693423464,-0.4948725681368671,-0.36512336693423464
-0.17955109522970858,-0.9484720826148987,1.0,0.310153134564392,-0.4815738968490401,0.5728074589305623,-0.17955109522970858,-0.2199638775149848,-0.17955109522970858
-0.04011377760028689,-0.886115550994873,1.0,0.30814744568437763,-0.48426790738624137,0.5739949951054065,-0.04011377760028689,-0.05388021074402505,-0.04011377760028689
0.46488256603132605,-1.2265055179595947,1.0,0.33139157398594393,-0.4895672949131262,0.591182299766694,0.46488256603132605,-0.10598775053769716,0.46488256603132605
0.7777211993626476,-1.4900151491165161,1.0,0.3702776339540763,-0.4834622067046133,0.6089673484829241,0.7777211993626476,0.1221017641702582,0.7777211993626476
0.3890636094030908,-1.2447607517242432,1.0,0.38973081442423085,-0.4649118807465768,0.6066573699965191,0.3890636094030908,0.37100651916073035,0.3890636094030908
-0.03710756277548799,-1.4972565174102783,1.0,0.38787543628545645,-0.4633875208825391,0.6042974007748989,-0.03710756277548799,0.030487197280754108,-0.03710756277548799
