0,1,2,3,4,5,6,7
0.9699846,0.98558843,0.9999788,0.85099185,0.50560665,0.9994158,0.8662443,0.99998695
-0.01201393,0.81326044,0.9999998,-0.9925914,0.33695558,0.99987763,0.95843947,0.9999901
0.97666276,0.710715,0.99999857,0.049266744,-0.6974392,0.99239707,0.9663301,0.9999575
0.9616011,0.9952738,0.99999607,0.9612775,0.892653,0.9716797,0.94514596,0.9999982
0.9796714,0.98280716,0.9999982,0.8671564,0.87746453,0.99896383,0.92125636,0.9999997
0.9962851,0.96585625,0.999999,0.48943505,0.8743795,0.9999293,0.8711546,0.9999999
0.96382993,0.9952625,0.999999,0.9863967,0.87187684,0.83535516,0.9171303,0.9999773
0.8610946,0.9935582,0.99999887,0.98745644,0.8708437,0.77223885,0.9630979,0.9999787
-0.6551991,0.14525275,0.054231234,-0.24184689,-0.038038,-0.8369605,0.5665208,-0.6833686
0.90135026,0.18953389,0.9999956,0.98405206,0.99886453,0.99946404,0.9993728,0.99994874
0.60914445,0.9898862,0.99999976,0.99827045,0.7749618,0.636345,0.99955416,0.9999252
0.87168074,0.98786366,0.99999946,0.99749094,0.93637455,0.64952624,0.99906886,0.9999141
0.9556986,0.9981069,0.9999997,0.99518514,0.9252989,0.9759827,0.99800664,0.99997956
0.99293876,0.9964895,0.9999998,0.9921753,0.9104607,0.96776605,0.9780512,0.9999311
0.99652475,0.9954394,0.9999999,0.974698,0.92571396,0.9922146,0.9116142,0.9999267
0.99814814,0.989914,0.9999999,0.8636864,0.918578,0.9988815,0.8584444,0.9999666
0.9977411,0.9901325,0.99999994,0.78066117,0.9193994,0.9988359,0.8929639,0.99995744
0.99377555,0.99627185,0.9999999,0.9909876,0.8910959,0.98472923,0.98489696,0.99995196
0.99453765,0.9962012,0.9999999,0.98973835,0.8981327,0.9885664,0.97938776,0.99995255
0.9949066,0.99601424,0.9999999,0.9890236,0.89914155,0.9902057,0.97632813,0.99995136
0.995099,0.99583656,0.9999999,0.9892364,0.8979299,0.9907432,0.975408,0.99995005
0.995266,0.9956564,0.9999999,0.98944503,0.89671415,0.9912277,0.974477,0.9999487
0.9952541,0.99547875,0.9999999,0.9895724,0.895621,0.9915754,0.9734795,0.9999471
0.995255,0.99527586,0.9999999,0.98961973,0.8945826,0.99198747,0.97236234,0.999946
0.9952575,0.9950615,0.9999999,0.9896569,0.89354336,0.9923888,0.97118807,0.999945
0.99517965,0.9948383,0.9999998,0.9896348,0.8924519,0.9927646,0.97007275,0.9999442
0.99499387,0.99458236,0.9999998,0.9891229,0.8921823,0.9929724,0.96855766,0.9999423
0.9949282,0.994257,0.9999998,0.9886142,0.89291,0.99295497,0.966524,0.9999416
0.9948567,0.993896,0.9999998,0.9879902,0.89366263,0.9929263,0.96440655,0.99994135
0.49128553,-0.9489685,0.09572605,0.73997927,-0.5112818,-0.8745855,-0.5169103,-0.08063586
0.89355713,0.99750113,0.99999994,0.74891615,0.9628273,0.99854,0.99956065,0.999997
0.99888,0.9909018,1.0,0.993746,0.682431,0.99312854,0.08195753,0.99988
0.9846452,0.40194985,0.99999994,0.99556667,0.9692959,0.05659592,0.90130293,0.9999829
0.9938974,0.9941291,0.99999964,0.9803486,0.934622,0.995676,0.97839403,0.9999385
0.995154,0.9925841,0.9999998,0.9729753,0.9215548,0.9937329,0.952473,0.9999062
0.99612284,0.9915119,0.9999999,0.96391225,0.9210244,0.9947938,0.92971385,0.999911
0.99560714,0.9911531,0.9999998,0.9806322,0.9084066,0.994837,0.9590898,0.99993896
0.9955904,0.99056643,0.9999998,0.9782553,0.91007894,0.9947627,0.95378435,0.99993604
0.9955337,0.9899689,0.99999976,0.9767346,0.91097397,0.9947314,0.9502188,0.99993515
0.9954713,0.9893393,0.99999976,0.9754262,0.91164213,0.9947095,0.94701344,0.9999348
0.99540746,0.98867077,0.99999976,0.9740837,0.91227716,0.99468786,0.9436853,0.99993443
0.9953427,0.98796064,0.99999976,0.97267336,0.9129044,0.99466616,0.94016445,0.99993414
0.99507964,0.9871326,0.99999976,0.97057444,0.9122881,0.9945407,0.9361522,0.99993396
0.9947014,0.9862112,0.9999997,0.9680035,0.91108245,0.99436206,0.9317409,0.9999339
0.9942942,0.9852243,0.9999997,0.9652121,0.90985906,0.9941776,0.9270367,0.9999338
0.9938559,0.98416746,0.9999997,0.9621826,0.90861773,0.99398714,0.9220219,0.9999337
0.13676964,0.36450356,-0.6419849,-0.84054077,0.4383529,0.6271366,-0.99241906,0.47575548
-0.96690166,0.9763003,0.9999981,0.99465364,0.90507984,0.53660035,0.9998817,0.9999938
0.8214522,-0.5655671,-0.31275648,-0.31163922,-0.93400186,0.83589417,-0.41910112,-0.5500722
0.63047576,0.99810535,0.9999932,0.9287943,0.9888038,0.99827754,0.99941754,0.9999993
0.9214211,0.33690932,1.0,0.40267605,-0.31815973,0.9566759,0.72988194,0.99994916
0.99907655,0.9543587,1.0,0.9196381,0.23694591,0.9998632,-0.883128,0.9999696
0.99476075,0.9646234,0.9999994,0.99580956,-0.05762519,0.954978,0.9979653,0.99999386
0.99285614,0.9811533,0.99999994,0.96911067,0.6458968,0.9920337,0.46098578,0.9999764
0.9841342,0.98469794,0.99999994,0.97222996,-0.18178917,0.99205744,0.95595914,0.99999493
0.9944783,0.96513385,0.99999964,0.9959102,0.31758556,0.990625,0.97438914,0.9999722
0.98612374,0.9545851,0.9999992,0.99181086,0.9034139,0.9918647,0.95677805,0.9999737
0.9865896,0.95509726,0.99999946,0.9803852,0.904469,0.9914852,0.90401644,0.99996424
0.9866191,0.95218307,0.9999996,0.9712011,0.89823186,0.99114615,0.8577703,0.99996054
0.9854419,0.94875807,0.99999964,0.95967305,0.8994669,0.990443,0.8118671,0.99995655
0.9817795,0.9480941,0.9999994,0.9728967,0.892657,0.9901186,0.86845165,0.99997014
0.9802572,0.94631076,0.99999934,0.97009534,0.8924963,0.98977035,0.85423815,0.99997085
0.9784138,0.943879,0.99999934,0.9642422,0.8941772,0.98923177,0.82838947,0.99997014
0.9763169,0.9416438,0.9999993,0.95895123,0.8952252,0.9887254,0.80414975,0.9999702
0.97340196,0.9385415,0.9999992,0.95313084,0.88926023,0.98859155,0.7915855,0.99997026
0.97106135,0.9360394,0.9999992,0.94830453,0.87421036,0.98926616,0.7985957,0.99996907
0.9686761,0.9334527,0.9999992,0.9433852,0.8570765,0.9899045,0.80591804,0.999968
0.96610385,0.93074256,0.99999917,0.93814385,0.8379238,0.9904829,0.8129499,0.999967
