[2, 4]	30
[3, 5]	30
[2, 6]	29
[2, 6]	28
[2, 6]	27
[2, 6]	26
[2, 6]	25
[2, 6]	24
[2, 6]	23
[2, 6]	22
[2, 6]	21
[2, 6]	20
[2, 6]	19
[2, 6]	18
[2, 6]	17
[2, 6]	16
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
